# plants telemetry experiment - schema_version=2 mode=experiment experiment_id=20260701_183611_p06_48h_check_2probe_maybe_water subject=p06_48h_check_2probe_maybe_water sample_rate_s=1.0 logger=experiment_capture_0_1
# fw=0.7.0 - schema v1, 4 soil sensors, supervisor-driven (autonomous dosing DISARMED; manual !water; fail-safe OFF)
# log_start_utc=2026-07-01T18:36:13.887Z tz_offset=-05:00 mode=experiment - isolated experiment capture; NOT a monitor log (never stitch into the baseline)
record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,mode,subject,experiment_id,sample_rate_s,label
plants.env,2026-07-01T18:36:17.206Z,2026-07-01 13:36:17.206,35,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,4871,AS7263,as7263,breadboard_near_esp32,nir_810,363,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:17.272Z,2026-07-01 13:36:17.272,36,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,4871,AS7263,as7263,breadboard_near_esp32,nir_860,332,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.soil,2026-07-01T18:36:17.506Z,2026-07-01 13:36:17.506,37,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,5672,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3231,,,OK,,,,,level=air-dry;role=diag;spread=27;gpio=36,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,notinuse
plants.soil,2026-07-01T18:36:17.589Z,2026-07-01 13:36:17.589,38,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,5672,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3220,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=39,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,notinuse
plants.soil,2026-07-01T18:36:17.656Z,2026-07-01 13:36:17.656,39,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,5672,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3262,,,OK,,,,,level=air-dry;role=diag;spread=114;gpio=34,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,s1
plants.soil,2026-07-01T18:36:17.739Z,2026-07-01 13:36:17.739,40,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,5672,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3253,,,OK,,,,,level=air-dry;role=diag;spread=15;gpio=35,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,s2
plants.env,2026-07-01T18:36:17.806Z,2026-07-01 13:36:17.806,41,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27682,28.92,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,sht45
plants.env,2026-07-01T18:36:17.890Z,2026-07-01 13:36:17.890,42,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,SHT45,sht45,breadboard_near_esp32,ambient_rh,27003,45.50,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,sht45
plants.env,2026-07-01T18:36:18.025Z,2026-07-01 13:36:18.025,43,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_610,103,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:18.090Z,2026-07-01 13:36:18.090,44,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_680,162,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:18.173Z,2026-07-01 13:36:18.173,45,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_730,272,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:18.257Z,2026-07-01 13:36:18.257,46,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_760,298,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:18.329Z,2026-07-01 13:36:18.329,47,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_810,363,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.env,2026-07-01T18:36:18.407Z,2026-07-01 13:36:18.407,48,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6000,AS7263,as7263,breadboard_near_esp32,nir_860,332,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
plants.soil,2026-07-01T18:36:18.640Z,2026-07-01 13:36:18.640,49,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6806,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3231,,,OK,,,,,level=air-dry;role=diag;spread=19;gpio=36,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,notinuse
plants.soil,2026-07-01T18:36:18.707Z,2026-07-01 13:36:18.707,50,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6806,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3218,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=39,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,notinuse
plants.soil,2026-07-01T18:36:18.790Z,2026-07-01 13:36:18.790,51,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6806,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3282,,,OK,,,,,level=air-dry;role=diag;spread=45;gpio=34,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,s1
plants.soil,2026-07-01T18:36:18.857Z,2026-07-01 13:36:18.857,52,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,6806,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3252,,,OK,,,,,level=air-dry;role=diag;spread=14;gpio=35,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,s2
plants.env,2026-07-01T18:36:18.940Z,2026-07-01 13:36:18.940,53,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,7133,SHT45,sht45,breadboard_near_esp32,ambient_temp,27682,28.92,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,sht45
plants.env,2026-07-01T18:36:19.024Z,2026-07-01 13:36:19.024,54,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,7133,SHT45,sht45,breadboard_near_esp32,ambient_rh,27023,45.54,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,sht45
plants.env,2026-07-01T18:36:19.143Z,2026-07-01 13:36:19.143,55,975e0a,Sprout ESP32,0.7.0,experiment_capture_0_1,7133,AS7263,as7263,breadboard_near_esp32,nir_610,106,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p06_48h_check_2probe_maybe_water,20260701_183611_p06_48h_check_2probe_maybe_water,1.0,as7263
